id,price
0,-2054.5
1,2020.75
2,10286.75
3,-434.75
4,10363.0
5,2977.75
6,350.0
7,10447.75
8,781.0
9,-662.5
10,9064.5
11,17831.75
12,4916.0
13,4519.75
14,4148.5
15,142.75
16,14667.75
17,4263.0
18,3817.5
19,10026.5
20,13042.75
21,11437.5
22,5355.0
23,6094.0
24,3507.25
25,8120.0
26,6624.75
27,1219.0
28,1030.25
29,5446.75
30,8564.75
31,204.25
32,6006.25
33,2156.0
34,2846.0
35,726.0
36,2288.25
37,7405.5
38,4614.25
39,16856.5
40,2582.25
41,1001.25
42,-1041.0
43,1415.0
44,-301.75
45,9062.25
46,14303.25
47,10489.0
48,53.25
49,-768.75
50,7914.5
51,2332.5
52,3391.75
53,4200.5
54,5695.75
55,2971.75
56,5245.0
57,1544.0
58,10493.0
59,101.25
60,6636.5
61,6079.0
62,446.75
63,4908.25
64,6838.5
65,6820.25
66,10137.75
67,2971.75
68,9203.5
69,5720.0
70,10247.0
71,6679.75
72,5820.0
73,5179.75
74,1638.25
75,4073.75
76,5865.75
77,4779.75
78,-827.75
79,709.75
80,915.25
81,2106.25
82,-917.75
83,4677.5
84,4392.75
85,6447.5
86,4678.0
87,2481.25
88,700.0
89,4458.0
90,2081.5
91,349.75
92,-1270.25
93,7519.25
94,195.5
95,1068.5
96,4232.25
97,6046.0
98,3446.75
99,6110.25
100,2774.5
101,4227.5
102,10398.25
103,749.5
104,6074.75
105,649.5
106,316.75
107,8124.5
108,528.5
109,4681.75
110,900.75
111,5726.5
112,532.0
113,-154.0
114,2003.75
115,-249.25
116,453.0
117,200.5
118,5210.5
119,2830.0
120,1683.25
121,1266.5
122,1144.0
123,13419.25
124,-269.0
125,-651.5
126,3610.75
127,4936.25
128,2039.0
129,8488.5
130,96.5
131,10847.25
132,9262.75
133,1047.75
134,3737.0
135,1938.25
136,5601.25
137,1779.5
138,3859.25
139,1280.75
140,872.75
141,6274.0
142,664.5
143,-521.75
144,6259.0
145,707.75
146,6660.25
147,7121.25
148,5411.25
149,11662.75
150,4153.25
151,3341.5
152,2526.5
153,111.25
154,13121.25
155,5713.5
156,-1194.75
157,803.5
158,990.25
159,612.75
160,188.75
161,3670.75
162,8813.25
163,1883.0
164,8017.25
165,10717.75
166,5150.25
167,3890.0
168,-1228.25
169,744.0
170,-2551.0
171,4800.5
172,1243.0
173,1397.75
174,1945.25
175,4100.75
176,1915.0
177,10211.25
178,-1501.5
179,4798.0
180,-711.25
181,2044.25
182,8543.25
183,1126.75
184,17131.0
185,5662.0
186,3452.0
187,3546.5
188,6.5
189,8419.25
190,7409.0
191,2963.25
192,7508.75
193,3463.25
194,393.75
195,4538.25
196,-1561.75
197,4499.75
198,135.25
199,1042.0
200,4961.0
201,7601.75
202,5690.75
203,11546.25
204,2628.25
205,1187.0
206,1521.5
207,-653.25
208,3787.0
209,2232.5
210,1818.5
211,2623.25
212,2940.0
213,1795.0
214,1469.25
215,3781.25
216,939.25
217,555.75
218,2050.25
219,3314.0
220,2326.5
221,5544.75
222,4095.0
223,-157.0
224,3758.5
225,2321.25
226,581.75
227,867.75
228,6105.0
229,3233.75
230,2568.75
231,14809.25
232,6653.25
233,1059.75
234,2124.5
235,3737.0
236,12031.25
237,5276.75
238,1817.25
239,817.5
240,5153.5
241,4423.0
242,4600.0
243,10013.0
244,8792.75
245,5990.0
246,1948.5
247,3100.75
248,1776.25
249,1168.5
250,3701.0
251,4048.75
252,2451.5
253,4236.75
254,367.25
255,2286.0
256,-376.75
257,-1123.25
258,-380.5
259,4389.75
260,2083.75
261,3168.25
262,1598.0
263,14169.0
264,15409.75
265,6014.25
266,6098.5
267,-1267.0
268,2457.25
269,2489.5
270,804.5
271,1370.5
272,6758.5
273,2752.75
274,-26.0
275,1454.25
276,1324.0
277,3299.75
278,588.5
279,8078.25
280,6318.75
281,1711.75
282,3607.0
283,9478.25
284,2636.25
285,6493.25
286,5710.0
287,4353.25
288,9417.5
289,202.0
290,102.75
291,12544.25
292,266.5
293,-2528.75
294,697.25
295,10526.5
296,5774.5
297,1771.75
298,-268.25
299,3905.0
300,7733.5
301,3159.5
302,1370.0
303,11518.5
304,7435.75
305,302.25
306,2648.0
307,6019.25
308,3416.5
309,1285.5
310,13485.75
311,6016.25
312,-540.5
313,2250.75
314,328.5
315,13945.5
316,1944.5
317,2506.5
318,8739.5
319,5901.0
320,4769.75
321,3444.25
322,5725.75
323,2582.5
324,2565.5
325,13798.25
326,9925.25
327,1174.5
328,8780.25
329,4889.0
330,-1140.75
331,1431.0
332,953.25
333,12800.75
334,307.5
335,543.25
336,-368.5
337,6008.75
338,5067.25
339,4625.25
340,1928.25
341,2019.0
342,2645.5
343,2903.5
344,2943.5
345,5837.5
346,1156.75
347,-482.0
348,8028.0
349,10820.5
350,6461.0
351,10067.0
352,862.25
353,-7.0
354,2666.0
355,-390.0
356,12070.25
357,-88.25
358,3607.25
359,12995.0
360,2545.5
361,3081.75
362,495.0
363,13316.25
364,7082.0
365,6768.25
366,14204.0
367,4800.25
368,6586.25
369,1773.75
370,2346.75
371,7026.0
372,2298.5
373,13085.5
374,-859.25
375,6710.5
376,5121.25
377,7933.75
378,9743.5
379,845.25
380,5704.75
381,512.5
382,935.0
383,4784.75
384,1373.0
385,8646.75
386,2065.5
387,1506.5
388,1064.25
389,-660.0
390,-1066.75
391,-20.75
392,4690.0
393,9152.75
394,12923.0
395,4104.75
396,3771.5
397,2946.75
398,4909.5
399,3870.0
400,6690.75
401,5072.25
402,2546.25
403,473.5
404,5758.0
405,3702.75
406,4549.5
407,1161.5
408,6504.0
409,1069.5
410,4561.25
411,13010.25
412,3228.75
413,5394.25
414,1511.25
415,1845.25
416,38.5
417,7718.5
418,4561.0
419,1634.75
420,725.0
421,11505.25
422,6483.25
423,3367.25
424,3093.25
425,1561.5
426,7532.5
427,7949.0
428,10455.5
429,603.0
430,956.25
431,518.0
432,12586.0
433,9810.5
434,1773.0
435,8871.25
436,9189.0
437,7466.25
438,6474.0
439,3326.25
440,5564.25
441,604.75
442,2317.5
443,7694.0
444,-96.0
445,10957.25
446,3782.0
447,5138.0
448,1015.75
449,496.0
450,2450.5
451,1217.25
452,-205.0
453,4170.0
454,7955.25
455,950.75
456,503.25
457,-103.5
458,4999.0
459,8904.75
460,-24.0
461,7311.0
462,13642.0
463,7563.5
464,3928.75
465,14152.5
466,1456.25
467,1368.25
468,3804.5
469,11367.75
470,3814.5
471,12421.0
472,89.0
473,13867.25
474,5283.0
475,1935.5
476,4927.5
477,9882.5
478,5042.75
479,10295.25
480,8000.0
481,5175.75
482,6543.25
483,586.25
484,10073.75
485,7349.25
486,893.0
487,13713.25
488,3955.25
489,-1199.75
490,1502.75
491,5066.0
492,10235.25
493,4034.5
494,1386.25
495,-391.25
496,229.75
497,3038.25
498,1278.25
499,-601.25
500,2812.75
501,1161.75
502,1044.25
503,1150.25
504,834.25
505,714.5
506,7992.75
507,4586.5
508,7935.75
509,5094.5
