id,price
0,505.8527
1,1875.5085
2,9633.621
3,742.4064
4,9646.839
5,2399.0986
6,1245.6119
7,10245.315
8,894.86755
9,614.7159
10,10024.813
11,13707.277
12,4240.7505
13,3918.448
14,3061.1887
15,618.8934
16,17267.363
17,3391.2385
18,2901.201
19,8763.372
20,9840.164
21,16201.924
22,4770.303
23,5040.99
24,2929.8457
25,7153.595
26,6739.5435
27,1156.8286
28,890.54364
29,4704.386
30,9386.304
31,501.19556
32,5001.648
33,1798.4497
34,1906.4357
35,724.2045
36,1800.123
37,7405.827
38,4417.2295
39,16019.943
40,1915.1462
41,882.92084
42,670.19574
43,902.0238
44,642.97784
45,8460.735
46,15486.741
47,10175.973
48,604.1981
49,746.0026
50,10772.779
51,3283.2349
52,2736.7073
53,3938.781
54,5004.6836
55,2159.5613
56,4689.7725
57,1342.7307
58,9981.422
59,768.5465
60,5273.671
61,5052.5137
62,757.9563
63,3471.58
64,5322.4946
65,6499.7793
66,10236.9
67,2056.355
68,8336.737
69,4970.0522
70,9955.722
71,6989.9414
72,4816.8984
73,4551.9194
74,1519.3843
75,3189.9014
76,4500.8413
77,4022.5132
78,380.55756
79,897.46814
80,986.5326
81,2096.7017
82,517.4427
83,3784.6091
84,3198.2268
85,5674.5034
86,3636.5483
87,2460.7056
88,1387.1368
89,3382.7095
90,1624.0287
91,738.0532
92,458.87683
93,7821.16
94,619.71075
95,918.5573
96,4152.5884
97,5781.894
98,2735.801
99,5443.4043
100,2162.6262
101,3721.9895
102,11090.732
103,597.4175
104,4934.0747
105,792.9814
106,454.62845
107,6473.4287
108,859.16223
109,3665.7783
110,899.9884
111,5129.627
112,758.0892
113,716.4823
114,1466.8947
115,349.24054
116,753.4945
117,711.3673
118,4665.658
119,2016.208
120,1479.9783
121,908.72375
122,994.4789
123,14379.191
124,606.9545
125,423.46783
126,3303.4067
127,4235.5557
128,1217.7876
129,11042.32
130,603.6906
131,13468.779
132,9211.485
133,1141.7317
134,2840.1575
135,1637.0094
136,4725.7607
137,1518.3066
138,3665.2566
139,1483.6371
140,587.2456
141,5125.5063
142,750.61597
143,458.47147
144,4913.8335
145,1075.2026
146,6614.6055
147,7931.074
148,4464.1973
149,15835.648
150,3882.4749
151,3232.9502
152,2799.4138
153,673.0055
154,14579.111
155,5279.049
156,644.74817
157,830.7937
158,1802.9581
159,824.84393
160,572.9386
161,3055.7195
162,11332.296
163,1494.2042
164,6892.654
165,11995.805
166,3895.9875
167,2839.9226
168,582.56323
169,854.75226
170,502.1542
171,4056.969
172,966.326
173,1041.7947
174,1371.995
175,3168.486
176,1958.6792
177,9893.4795
178,537.1045
179,4282.3965
180,612.1328
181,1686.5259
182,8843.388
183,753.87665
184,16528.898
185,4810.135
186,2587.8003
187,2629.9263
188,752.2227
189,8894.443
190,6549.043
191,2641.098
192,5148.957
193,2429.5608
194,990.3767
195,3732.8364
196,562.68353
197,3622.2244
198,428.5311
199,913.53625
200,4292.935
201,6024.2705
202,4103.595
203,12187.754
204,1854.6716
205,1020.68585
206,971.7724
207,822.1532
208,2854.7961
209,1361.6741
210,1504.0459
211,2564.2805
212,2359.888
213,1609.1296
214,1479.9739
215,3252.3115
216,925.18134
217,593.16974
218,1248.3046
219,2905.6692
220,1823.0598
221,4884.887
222,3087.633
223,624.7112
224,2914.9285
225,1652.5028
226,714.8749
227,865.44904
228,5438.7812
229,2676.696
230,1768.5591
231,16026.481
232,5912.161
233,981.63025
234,1352.1554
235,3667.4407
236,14112.88
237,4532.246
238,1116.3527
239,839.688
240,4410.6787
241,3220.8682
242,3883.5127
243,9981.44
244,14246.097
245,5602.5254
246,1921.7937
247,2198.616
248,1136.7732
249,849.657
250,2708.9473
251,3226.1584
252,1829.2283
253,2956.0386
254,747.4404
255,1901.0376
256,762.28906
257,396.1152
258,694.78723
259,4194.2056
260,1389.877
261,2589.7837
262,1441.8595
263,14271.881
264,16528.373
265,6047.8076
266,5706.346
267,567.68005
268,1805.2217
269,2496.9373
270,814.17914
271,1019.1403
272,5636.694
273,2049.4895
274,1066.5968
